Position,Load,ON odds,odds,Class,Num horses,Result
4,132,21,33,3,14,14
10,130,2.9,2.3,3,14,1
7,128,36,42,3,14,12
1,127,7.8,9.7,3,14,8
11,125,5.4,5.8,3,14,4
2,123,16,23,3,14,2
13,123,53,83,3,14,3
14,122,29,21,3,14,4
3,122,38,55,3,14,13
9,122,42,96,3,14,11
5,121,15,18,3,14,7
8,121,14,9.8,3,14,9
6,119,12,14,3,14,6
12,115,9.3,11,3,14,5
