Position,Load,ON odds,odds,Class,Num horses,Result
9,128,2.5,2.5,5,14,1
13,128,6.8,6.8,5,14,3
1,128,23,23,5,14,
14,128,23,23,5,14,4
5,126,9.9,9.9,5,14,
11,124,18,18,5,14,
7,124,27,27,5,14,
8,124,22,22,5,14,
4,121,37,37,5,14,
6,121,7.2,7.2,5,14,2
10,121,16,16,5,14,
12,121,13,13,5,14,
2,119,33,33,5,14,
3,118,49,49,5,14,
