Position,Load,ON odds,odds,Class,Num horses,Result
4,133,5.8,4.5,4,14,0
6,131,16,22,4,14,0
8,131,12,14,4,14,0
14,129,13,23,4,14,0
1,126,2.5,2.3,4,14,0
12,125,139,99,4,14,0
9,125,66,99,4,14,0
13,124,27,50,4,14,0
2,123,12,13,4,14,0
11,122,118,99,4,14,0
5,121,92,99,4,14,0
3,121,6.2,5.4,4,14,0
10,116,15,9.7,4,14,0
7,116,22,39,4,14,0
