Position,Load,ON odds,odds,Class,Num horses,Result
11,133,14,15,5,14,12
1,133,7,4.2,5,14,9
7,132,54,84,5,14,13
3,131,5.8,5.3,5,14,3
2,129,8,9,5,14,14
6,129,11,14,5,14,11
13,126,7.5,7.3,5,14,1
10,123,8.5,11,5,14,6
12,121,19,34,5,14,10
14,117,12,7.8,5,14,2
5,114,16,17,5,14,4
8,113,30,64,5,14,5
4,113,16,21,5,14,8
9,113,17,28,5,14,7
