Position,Load,ON odds,odds,Class,Num horses,Result
1,133,5.1,4.6,4,12,0
7,133,6.9,5.9,4,12,0
6,132,3.9,3.2,4,12,0
3,131,10,8.8,4,12,0
4,129,7.1,7.2,4,12,0
5,128,11,12,4,12,0
12,128,26,59,4,12,0
10,125,56,99,4,12,0
8,123,17,40,4,12,0
9,122,38,94,4,12,0
11,117,18,13,4,12,0
2,114,10,20,4,12,0
