Position,Load,ON odds,odds,Class,Num horses,Result
9,133,4.6,5.5,4,14,0
14,130,9.8,12,4,14,0
6,128,6.2,5.9,4,14,0
5,128,8.3,6.7,4,14,0
8,126,155,71,4,14,0
1,126,138,99,4,14,0
10,126,99,99,4,14,0
11,123,5.8,5.1,4,14,0
2,122,17,20,4,14,0
7,121,25,58,4,14,0
3,120,18,28,4,14,0
13,119,25,45,4,14,0
12,116,4.6,3.6,4,14,0
4,116,66,99,4,14,0
