Position,Load,ON odds,odds,Class,Num horses,Result
6,133,5.7,4.7,4,12,2
10,131,15,64,4,12,10
1,128,5,99,4,12,4
4,127,6.3,7.1,4,12,3
2,126,3.2,54,4,12,1
11,125,12,11,4,12,8
5,122,38,4.9,4,12,11
8,122,18,99,4,12,6
7,120,103,6.4,4,12,12
12,122,19,99,4,12,9
3,116,20,15,4,12,5
9,114,26,29,4,12,7
