Position,Load,ON odds,odds,Class,Num horses,Result
7,133,18,5.1,3,12,0
2,131,8.7,13,3,12,0
3,129,9,6.4,3,12,0
12,120,13,9.7,3,12,0
10,120,32,6.2,3,12,0
5,118,9,8.8,3,12,0
4,118,79,25,3,12,0
1,117,15,62,3,12,0
11,117,3.8,12,3,12,0
9,116,5.2,10,3,12,0
6,116,11,44,3,12,0
8,115,10,6.2,3,12,0
