Position,Load,ON odds,odds,Class,Num horses,Result
2,133,11,15,3,8,0
3,132,3.1,4,3,8,0
4,129,23,19,3,8,0
1,124,10,8,3,8,0
7,122,10,8.1,3,8,0
5,122,5.4,4.3,3,8,0
8,122,2.9,3.1,3,8,0
6,116,18,21,3,8,0
