Position,Load,ON odds,odds,Class,Num horses,Result
3,133,5.2,5,3,14,0
2,133,43,48,3,14,0
10,132,26,35,3,14,0
6,130,20,19,3,14,0
7,129,4.9,4.4,3,14,0
12,127,63,99,3,14,0
1,123,5.4,6.1,3,14,0
9,121,112,99,3,14,0
5,121,9.1,9.6,3,14,0
11,119,7.3,7,3,14,0
13,118,9.7,8.4,3,14,0
14,118,14,12,3,14,0
8,117,33,45,3,14,0
4,116,18,21,3,14,0
