Position,Load,ON odds,odds,Class,Num horses,Result
11,133,30,37,3,12,6
4,133,3.6,3.5,3,12,1
5,132,8.3,7.7,3,12,12
9,131,6,5.5,3,12,7
8,131,14,13,3,12,2
12,130,29,57,3,12,9
3,130,25,28,3,12,10
7,128,12,13,3,12,3
1,127,5.7,5.6,3,12,4
10,124,21,24,3,12,5
6,122,19,23,3,12,8
2,113,8.1,8.3,3,12,11
