Position,Load,ON odds,odds,Class,Num horses,Result
4,129,30,45,5,12,11
3,127,4.8,4.7,5,12,1
5,127,25,23,5,12,9
2,127,9.2,11,5,12,2
8,127,11,12,5,12,3
6,125,11,11,5,12,10
12,123,99,99,5,12,8
7,122,10,11,5,12,4
11,122,58,97,5,12,7
1,120,2.3,2,5,12,5
9,118,19,24,5,12,12
10,118,20,26,5,12,6
