Position,Load,ON odds,odds,Class,Num horses,Result
5,133,7.4,6.9,4,14,
12,132,12,16,4,14,
3,125,8,7.4,4,14,
7,125,40,47,4,14,
9,125,27,57,4,14,
11,125,57,99,4,14,
8,122,74,99,4,14,
14,122,6.6,7.4,4,14,
4,130,6,3.9,4,14,
2,120,4.1,4.9,4,14,
1,119,24,28,4,14,
10,119,47,81,4,14,
6,116,99,99,4,14,
13,115,6.8,5.9,4,14,
