Position,Load,ON odds,odds,Class,Num horses,Result
6,133,11,10,1,11,
8,129,11,13,1,11,
2,125,9,9,1,11,
10,124,9.3,13,1,11,
4,122,20,20,1,11,
5,121,2.5,1.9,1,11,
7,121,6.2,8.1,1,11,
11,118,20,34,1,11,
1,118,16,14,1,11,
3,116,13,20,1,11,
9,113,37,99,1,11,
