Position,Load,ON odds,odds,Class,Num horses,Result
9,133,3.9,4.2,4,12,2
10,129,23,28,4,12,8
2,128,5.6,4.1,4,12,12
5,126,9.8,11,4,12,6
8,123,39,80,4,12,9
11,123,8.7,8.5,4,12,4
7,122,11,18,4,12,1
6,120,41,75,4,12,11
4,120,4,3.5,4,12,7
12,119,31,28,4,12,3
1,119,11,11,4,12,5
3,116,66,99,4,12,10
