Position,Load,ON odds,odds,Class,Num horses,Result
11,131,4.5,4.1,2,12,
12,130,6.7,5.6,2,12,
9,130,62,99,2,12,
2,129,7.9,6.4,2,12,
4,128,17,21,2,12,
5,128,34,77,2,12,
7,128,13,21,2,12,
8,127,7.5,7.1,2,12,
6,124,5.3,6.6,2,12,
3,123,10,9,2,12,
10,123,13,10,2,12,
1,117,19,37,2,12,
