Position,Load,ON odds,odds,Class,Num horses,Result
1,133,5.7,6.5,4,12,6
3,131,19,19,4,12,8
10,126,19,25,4,12,5
4,124,9.4,7.3,4,12,10
12,124,7.8,12,4,12,9
9,121,12,20,4,12,4
6,124,12,12,4,12,3
2,120,7.3,5.8,4,12,1
8,118,13,8.5,4,12,7
11,116,32,32,4,12,12
7,116,11,16,4,12,11
5,116,4.9,4.2,4,12,2
