Position,Load,ON odds,odds,Class,Num horses,Result
6,133,5.7,6,3,10,3
9,130,14,12,3,10,7
10,127,14,11,3,10,6
1,124,3.5,3.4,3,10,8
8,124,22,33,3,10,9
4,120,4.5,4.1,3,10,2
3,119,10,15,3,10,4
2,117,15,15,3,10,1
7,116,35,75,3,10,10
5,114,6.3,5.6,3,10,5
