Position,Load,ON odds,odds,Class,Num horses,Result
3,132,4.7,3.8,4,14,7
5,130,5,5.9,4,14,8
11,128,7,7.4,4,14,6
14,127,7.7,6.8,4,14,3
2,126,32,33,4,14,12
1,126,6.5,5.3,4,14,1
7,126,38,57,4,14,4
8,126,99,99,4,14,13
6,123,99,99,4,14,9
4,122,66,52,4,14,11
9,121,5.8,7,4,14,2
13,120,12,16,4,14,14
12,119,82,95,4,14,10
10,119,38,45,4,14,5
