Position,Load,ON odds,odds,Class,Num horses,Result
9,130,6.7,10,2,11,6
6,130,12,16,2,11,3
1,127,7.5,5.3,2,11,7
8,124,5.5,3.5,2,11,4
10,123,8.9,10,2,11,5
5,123,16,25,2,11,9
3,122,15,17,2,11,10
4,121,13,13,2,11,8
2,120,5.3,5.9,2,11,1
11,119,25,38,2,11,11
7,118,7.7,8.5,2,11,2
