Position,Load,ON odds,odds,Class,Num horses,Result
5,133,28,60,3,14,10
7,132,32,76,3,14,9
9,127,5.4,5.2,3,14,4
14,121,59,99,3,14,11
2,121,5.8,3.9,3,14,6
1,121,11,12,3,14,14
3,120,6.1,7.7,3,14,7
11,116,6.1,4.6,3,14,3
13,116,79,99,3,14,13
10,115,20,35,3,14,1
4,115,17,27,3,14,12
12,114,9.8,16,3,14,5
6,114,8,6,3,14,2
8,113,49,99,3,14,8
