Position,Load,ON odds,odds,Class,Num horses,Result
3,126,12,17,3,10,0
7,126,1.2,1.3,3,10,0
10,126,11,4.6,3,10,0
9,126,44,45,3,10,0
6,126,38,46,3,10,0
5,126,18,17,3,10,0
4,126,77,80,3,10,0
8,126,26,63,3,10,0
2,126,47,50,3,10,0
1,125,22,16,3,10,0
