Position,Load,ON odds,odds,Class,Num horses,Result
10,133,2.1,2.2,4,12,2
4,130,4.9,3.7,4,12,1
1,129,21,26,4,12,4
12,125,53,50,4,12,12
3,125,9.4,5.6,4,12,7
7,125,99,99,4,12,10
6,125,15,16,4,12,9
11,125,24,24,4,12,6
5,125,6.5,12,4,12,11
9,122,44,43,4,12,5
8,119,20,22,4,12,3
2,116,43,65,4,12,8
