Position,Load,ON odds,odds,Class,Num horses,Result
3,133,5.8,3.6,3,12,8
6,131,23,27,3,12,10
11,131,2.8,5.3,3,12,3
1,129,11,9.6,3,12,12
10,123,38,47,3,12,4
4,121,6.5,4,3,12,2
8,121,15,30,3,12,5
9,120,39,41,3,12,9
7,118,33,47,3,12,7
5,117,17,23,3,12,11
12,117,7.1,5.6,3,12,1
2,116,17,24,3,12,6
