Position,Load,ON odds,odds,Class,Num horses,Result
4,133,6,6.4,3,12,4
7,132,14,10,3,12,8
1,130,9.7,9.5,3,12,6
2,128,5.4,3.7,3,12,2
10,123,9.3,5.1,3,12,3
3,122,10,28,3,12,7
5,122,9.8,18,3,12,10
11,121,5.9,5.8,3,12,1
8,119,25,40,3,12,11
9,119,14,29,3,12,5
12,116,81,99,3,12,12
6,116,9.9,15,3,12,9
