Position,Load,ON odds,odds,Class,Num horses,Result
9,133,6.9,4.6,4,12,11
3,130,34,99,4,12,8
4,128,7.6,10,4,12,2
6,128,8.5,8,4,12,3
8,126,87,99,4,12,12
1,126,2.4,1.9,4,12,1
5,121,11,16,4,12,6
10,119,20,32,4,12,5
11,119,20,34,4,12,7
2,118,10,18,4,12,9
12,117,97,99,4,12,10
7,116,13,19,4,12,4
