Position,Load,ON odds,odds,Class,Num horses,Result
1,133,5.7,5.6,4,14,5
5,133,8.6,7.4,4,14,8
4,132,18,38,4,14,12
10,127,7,6.4,4,14,3
13,127,25,34,4,14,10
9,126,9.6,10,4,14,9
8,125,18,15,4,14,4
7,125,5.9,5.9,4,14,2
11,124,17,13,4,14,7
3,121,7.6,6.3,4,14,6
6,121,10,12,4,14,1
12,120,75,99,4,14,13
2,116,23,30,4,14,11
14,115,90,99,4,14,14
