Position,Load,ON odds,odds,Class,Num horses,Result
9,133,13,25,2,13,4
11,124,6.3,4.2,2,13,1
10,123,23,31,2,13,8
1,123,8.9,8.6,2,13,10
13,123,4.5,3.3,2,13,7
8,123,8,10,2,13,13
6,121,16,13,2,13,5
12,120,22,76,2,13,11
4,119,4.3,4.1,2,13,2
2,119,31,75,2,13,12
5,118,24,39,2,13,3
3,118,42,94,2,13,6
7,117,23,56,2,13,9
