Position,Load,ON odds,odds,Class,Num horses,Result
5,133,25,35,1,13,13
10,128,5.5,4.8,1,13,2
8,127,22,20,1,13,7
7,124,6.6,6.5,1,13,3
9,124,16,24,1,13,9
11,123,72,99,1,13,10
4,122,72,99,1,13,11
1,120,5.2,5.6,1,13,4
2,119,7.9,9.1,1,13,6
13,113,43,61,1,13,5
12,113,17,22,1,13,8
6,113,3.7,2.9,1,13,1
3,113,26,40,1,13,12
