Position,Load,ON odds,odds,Class,Num horses,Result
10,133,20,34,3,12,7
11,130,6.8,6.6,3,12,8
2,127,62,99,3,12,9
6,126,6.2,6.2,3,12,5
4,125,15,44,3,12,12
8,123,7.4,6.4,3,12,3
3,121,3.2,2.1,3,12,1
1,121,13,13,3,12,4
9,119,23,29,3,12,11
7,118,8.5,18,3,12,10
5,117,15,36,3,12,6
12,114,27,45,3,12,2
